locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PROKKA_117201,6.687176791,3.056921259,0.729553254,4.190127644,2.79E-05,0.00088223
PROKKA_117214,9.348334543,-2.607832129,0.62212086,-4.191841641,2.77E-05,0.000877089
PROKKA_117447,28.70281221,4.665812494,0.679701923,6.864498004,6.67E-12,8.63E-10
PROKKA_117448,178.3623973,6.417694455,0.637239017,10.07109465,7.41E-24,7.54E-21
PROKKA_117449,186.2957565,6.530801025,0.639675549,10.20955238,1.80E-24,2.19E-21
PROKKA_117450,125.8924405,6.014854698,0.701103571,8.579124319,9.56E-18,3.42E-15
PROKKA_46065,15.97172423,7.919746783,1.211667943,6.536235304,6.31E-11,6.82E-09
PROKKA_46066,6.045216062,6.229209774,1.284661921,4.848909796,1.24E-06,5.61E-05
PROKKA_46068,5.932306932,6.455667208,1.372064179,4.705076705,2.54E-06,0.000106864
PROKKA_46069,7.371108482,6.204181952,1.149960561,5.395125851,6.85E-08,4.19E-06
PROKKA_46070,8.074166951,6.728039716,1.265491896,5.316541131,1.06E-07,6.16E-06
PROKKA_46071,4.600646677,6.438693061,1.489970555,4.321355907,1.55E-05,0.000531215
PROKKA_46072,4.841385898,5.978249694,1.330862089,4.492012915,7.06E-06,0.000266218
PROKKA_46073,21.55947054,7.781287476,1.110758912,7.005379289,2.46E-12,3.46E-10
PROKKA_46074,8.347290181,6.940812972,1.383976605,5.01512305,5.30E-07,2.63E-05
PROKKA_46075,5.529840444,5.779864226,1.246556059,4.636666104,3.54E-06,0.000144246
PROKKA_46077,4.248898127,5.95867673,1.361849558,4.3754295,1.21E-05,0.000427734
PROKKA_46078,4.217154179,6.70829821,1.404933271,4.774816247,1.80E-06,7.85E-05
PROKKA_46080,9.135252791,6.016863096,1.125261796,5.347078445,8.94E-08,5.30E-06
PROKKA_46082,9.577346386,7.531121212,1.395732175,5.395821164,6.82E-08,4.18E-06
PROKKA_46083,15.64809543,7.695154696,1.417652265,5.428097484,5.70E-08,3.56E-06
PROKKA_46084,6.441941205,4.773872197,1.080739883,4.417225895,1.00E-05,0.000362037
PROKKA_117479,13.23448429,4.726064288,0.89978445,5.2524405,1.50E-07,8.42E-06
PROKKA_117482,54.60929712,8.044815939,0.954455409,8.428697516,3.50E-17,1.10E-14
PROKKA_117483,16.12778136,6.693716289,1.010927173,6.621363502,3.56E-11,4.06E-09
PROKKA_117484,26.50316084,8.466107631,1.209994762,6.996813458,2.62E-12,3.67E-10
PROKKA_117530,20.12359036,-2.622689592,0.605822198,-4.329140799,1.50E-05,0.000515644
PROKKA_184089,29.48323133,-2.083489049,0.448777689,-4.642586073,3.44E-06,0.00014073
PROKKA_117667,48.82168478,-2.92053221,0.555289252,-5.259479095,1.44E-07,8.13E-06
PROKKA_117709,17.93860494,5.877000761,0.934811951,6.286826727,3.24E-10,3.11E-08
PROKKA_117710,22.71493015,8.818220205,1.337281147,6.594140824,4.28E-11,4.80E-09
PROKKA_117711,38.01820517,6.305248469,0.782263405,8.060262603,7.61E-16,1.88E-13
PROKKA_117712,43.4299311,7.546608523,0.927739468,8.134404956,4.14E-16,1.08E-13
PROKKA_117713,46.8857339,6.411751464,0.660091393,9.71342988,2.64E-22,2.04E-19
PROKKA_117714,6.740392976,3.933508426,0.775569273,5.071769297,3.94E-07,2.01E-05
PROKKA_117728,51.59226986,6.507563712,0.685512247,9.492994096,2.24E-21,1.51E-18
PROKKA_117729,14.41520839,7.642626938,1.136415103,6.725207115,1.75E-11,2.12E-09
PROKKA_117731,34.07300538,4.866803049,0.896128471,5.430921133,5.61E-08,3.51E-06
PROKKA_117732,9.956896434,5.97577915,1.116074259,5.354284542,8.59E-08,5.12E-06
PROKKA_12926,34.67434919,-2.156579777,0.395124646,-5.457973323,4.82E-08,3.05E-06
PROKKA_12959,45.30246211,-2.524531677,0.453346909,-5.568653113,2.57E-08,1.72E-06
PROKKA_117742,97.41055634,4.150219966,0.391858169,10.59112784,3.28E-26,5.05E-23
PROKKA_117743,26.24900816,2.58645006,0.488076437,5.299272543,1.16E-07,6.69E-06
PROKKA_117920,19.57547687,7.779012287,1.021896944,7.612325619,2.69E-14,5.09E-12
PROKKA_117921,16.27319143,7.365062635,1.123258282,6.556873651,5.49E-11,6.00E-09
PROKKA_117942,20.12233804,-3.3725891,0.67655196,-4.984966861,6.20E-07,3.02E-05
PROKKA_118001,18.19925053,4.954607065,0.85606031,5.787684594,7.14E-09,5.50E-07
PROKKA_118002,34.53863874,6.467997446,0.831801953,7.775886339,7.49E-15,1.57E-12
PROKKA_118003,243.8067105,5.655479957,0.686297691,8.240563872,1.71E-16,4.65E-14
PROKKA_184377,5.866880524,4.678421323,1.102991773,4.241574086,2.22E-05,0.000728
PROKKA_46631,11.31095582,2.592845461,0.588951661,4.402475844,1.07E-05,0.000383355
PROKKA_46632,22.30831825,3.934168731,0.758900543,5.184037314,2.17E-07,1.17E-05
PROKKA_118223,46.04490578,2.179873522,0.48070804,4.53471409,5.77E-06,0.000223387
PROKKA_46817,45.97951203,-2.505699197,0.391543608,-6.39954056,1.56E-10,1.58E-08
PROKKA_13094,7.02476996,4.047940362,0.813631331,4.975153003,6.52E-07,3.16E-05
PROKKA_13111,30.53522401,2.168085436,0.51410778,4.217180758,2.47E-05,0.000798913
PROKKA_184661,15.52230689,6.798018684,1.097982551,6.191372237,5.96E-10,5.46E-08
PROKKA_118985,16.59339423,-2.771533973,0.5503392,-5.036046807,4.75E-07,2.38E-05
PROKKA_119009,20.60577235,5.626348519,0.829494248,6.782866222,1.18E-11,1.47E-09
PROKKA_119010,32.28786667,6.483047393,0.890758692,7.278118586,3.39E-13,5.40E-11
PROKKA_119011,7.321963852,7.427616728,1.39014072,5.343068241,9.14E-08,5.40E-06
PROKKA_119109,8.232827735,5.838204609,1.106810133,5.274802277,1.33E-07,7.55E-06
PROKKA_119111,9.496238486,5.59350958,1.159208072,4.825285222,1.40E-06,6.24E-05
PROKKA_119112,35.65545692,4.66302002,0.972950899,4.792657084,1.65E-06,7.23E-05
PROKKA_119127,33.20234039,-3.135069429,0.455064307,-6.889288796,5.61E-12,7.32E-10
PROKKA_184980,19.58361574,3.313042759,0.753763917,4.395332124,1.11E-05,0.000394762
PROKKA_119394,9.571963074,-3.153511571,0.673975239,-4.678972445,2.88E-06,0.000119777
PROKKA_47699,30.56564521,2.117446049,0.451719945,4.687519496,2.77E-06,0.000115349
PROKKA_47722,154.3243787,2.387650557,0.46311912,5.155586228,2.53E-07,1.35E-05
PROKKA_185087,5.90208018,4.918204612,0.903785237,5.441784628,5.27E-08,3.31E-06
PROKKA_119558,6.556808001,7.243418824,1.350609529,5.36307398,8.18E-08,4.90E-06
PROKKA_47960,42.19400517,-3.009003891,0.398433231,-7.552090675,4.28E-14,7.87E-12
PROKKA_47961,159.0419022,-2.010808355,0.396008979,-5.077683744,3.82E-07,1.96E-05
PROKKA_119808,217.8614558,2.67247486,0.46355412,5.765184143,8.16E-09,6.27E-07
PROKKA_185271,42.72417494,7.281535033,0.791158382,9.203637601,3.46E-20,1.90E-17
PROKKA_119878,296.0046709,5.246896514,0.556066126,9.435742032,3.88E-21,2.57E-18
PROKKA_119880,7.151237755,4.942508322,0.981665049,5.034821529,4.78E-07,2.40E-05
PROKKA_119881,9.822280415,5.009382308,1.175020761,4.263228764,2.01E-05,0.000669903
PROKKA_48057,12.06285301,-3.200275834,0.582755252,-5.491629327,3.98E-08,2.57E-06
PROKKA_120100,108.1666145,6.925669542,0.452553784,15.30352809,7.24E-53,6.70E-48
PROKKA_48175,205.8658736,2.182256875,0.455298334,4.79302627,1.64E-06,7.22E-05
PROKKA_185428,29.23509313,2.290935626,0.5494382,4.169596556,3.05E-05,0.000953203
PROKKA_120369,110.8480602,7.245672558,0.733535856,9.877734676,5.20E-23,4.54E-20
PROKKA_120370,6.499455147,5.818412612,1.052480578,5.528285021,3.23E-08,2.12E-06
PROKKA_120372,4.446996228,6.050078276,1.397371599,4.329613024,1.49E-05,0.000514923
PROKKA_120373,5.929936211,6.477954236,1.369268414,4.730960103,2.23E-06,9.55E-05
PROKKA_185574,5.902889642,4.754284683,1.131374196,4.202221244,2.64E-05,0.00084534
PROKKA_120496,10.85515238,4.976439762,0.841130124,5.916373244,3.29E-09,2.69E-07
PROKKA_120497,46.4263329,4.833383847,0.555052082,8.707982561,3.09E-18,1.22E-15
PROKKA_13710,62.27378837,3.018622713,0.513750799,5.875655509,4.21E-09,3.39E-07
PROKKA_13730,1172.96977,2.281876697,0.54451182,4.190683492,2.78E-05,0.000881276
PROKKA_185602,30.05499126,6.047612535,1.131815539,5.343284598,9.13E-08,5.40E-06
PROKKA_120538,33.19463751,-2.18659652,0.471180823,-4.640673839,3.47E-06,0.000141776
PROKKA_120577,14.07445235,-3.824742439,0.608911807,-6.281274882,3.36E-10,3.21E-08
PROKKA_120646,105.6324451,4.942298388,0.42286432,11.68766944,1.47E-31,4.70E-28
PROKKA_120822,14.11795626,3.536945084,0.735570026,4.808441018,1.52E-06,6.73E-05
PROKKA_185754,26.44103855,3.7272748,0.770101761,4.839976983,1.30E-06,5.82E-05
PROKKA_120861,10.75176313,5.30856543,0.993242662,5.344681246,9.06E-08,5.37E-06
PROKKA_120862,9.109442357,4.988578479,0.832035975,5.995628348,2.03E-09,1.71E-07
PROKKA_120991,17.31990614,6.839390847,1.005798262,6.79996288,1.05E-11,1.32E-09
PROKKA_120992,6.184738445,5.953780446,1.050101755,5.669717643,1.43E-08,1.03E-06
PROKKA_120993,12.5028985,4.810726367,0.792820014,6.067866956,1.30E-09,1.13E-07
PROKKA_120994,5.680446222,6.607096236,1.353810251,4.880370963,1.06E-06,4.86E-05
PROKKA_120995,6.981166814,6.126820405,1.420203527,4.314043929,1.60E-05,0.000547078
PROKKA_121002,12.26485162,5.919223511,0.904369394,6.545139133,5.94E-11,6.46E-09
PROKKA_121003,200.9087846,2.965709862,0.417190289,7.108770121,1.17E-12,1.71E-10
PROKKA_48731,43.64500085,2.027929958,0.467821535,4.334836699,1.46E-05,0.000504161
PROKKA_121130,7.94942094,6.42123185,1.336290146,4.80526768,1.55E-06,6.82E-05
PROKKA_185891,5.299985459,5.435104236,1.291213122,4.209300652,2.56E-05,0.000822412
PROKKA_121243,96.13185102,-2.079485392,0.336763524,-6.174912793,6.62E-10,6.02E-08
PROKKA_121313,8.936133202,4.180951132,0.948565875,4.407655009,1.04E-05,0.000375613
PROKKA_121315,5.602034242,6.294003002,1.426941073,4.410835963,1.03E-05,0.000370857
PROKKA_121317,141.443638,7.461701839,0.687542594,10.85271212,1.94E-27,3.50E-24
PROKKA_185984,13.55135717,5.687914747,1.142982262,4.976380594,6.48E-07,3.14E-05
PROKKA_121447,6.039867466,5.763168353,1.164304476,4.949880785,7.43E-07,3.54E-05
PROKKA_121448,34.82559928,7.064317512,0.836998723,8.440057696,3.17E-17,1.01E-14
PROKKA_121449,17.51354165,5.05677718,0.857475691,5.897283421,3.70E-09,2.99E-07
PROKKA_121450,98.47274231,7.208318645,0.84791037,8.501274306,1.88E-17,6.29E-15
PROKKA_121451,4.379476324,6.199524939,1.273814607,4.866897355,1.13E-06,5.17E-05
PROKKA_121452,4.062723431,5.464567242,1.304608418,4.188664711,2.81E-05,0.000886118
PROKKA_121469,8.915866235,-3.210278368,0.61990317,-5.178677131,2.23E-07,1.20E-05
PROKKA_49112,15.63130716,-3.120239716,0.705703389,-4.421460582,9.80E-06,0.000356127
PROKKA_186070,5.542993658,-3.874300864,0.92333663,-4.195978737,2.72E-05,0.000863632
PROKKA_121617,46.19534312,6.625790243,0.788510492,8.402919566,4.36E-17,1.33E-14
PROKKA_121618,11.47212115,6.40937352,1.093590399,5.860853867,4.60E-09,3.67E-07
PROKKA_121619,54.10970218,7.311746549,0.868582073,8.41802609,3.83E-17,1.19E-14
PROKKA_121620,16.35173982,8.015016369,1.298546951,6.172296169,6.73E-10,6.12E-08
PROKKA_121649,23.87430412,6.350883647,0.874171585,7.265030981,3.73E-13,5.91E-11
PROKKA_121650,8.650241175,4.873297925,1.078386538,4.519064131,6.21E-06,0.000238061
PROKKA_121652,8.121308474,7.897542614,1.390946267,5.677820059,1.36E-08,9.83E-07
PROKKA_121653,51.06724504,7.273720077,0.661218111,11.00048526,3.80E-28,7.49E-25
PROKKA_121677,3.462536987,6.198954898,1.446092834,4.286692218,1.81E-05,0.000610618
PROKKA_186177,43.38577381,-2.209131093,0.489486881,-4.513156892,6.39E-06,0.000243983
PROKKA_121828,5.824842839,7.050288808,1.37163248,5.140071347,2.75E-07,1.46E-05
PROKKA_121829,4.850631077,6.183956616,1.32766364,4.657773575,3.20E-06,0.000131905
PROKKA_121831,116.0217958,6.490769579,0.64920431,9.998038337,1.55E-23,1.44E-20
PROKKA_121837,8.918370208,6.170964512,1.109522992,5.561817607,2.67E-08,1.78E-06
PROKKA_186190,7.9966361,6.836350787,1.297413736,5.269214129,1.37E-07,7.76E-06
PROKKA_121863,39.3705565,7.045573749,0.848263657,8.305877175,9.91E-17,2.84E-14
PROKKA_186242,9.031157302,8.00266034,1.477901908,5.414879224,6.13E-08,3.80E-06
PROKKA_121954,56.33906126,2.238003241,0.395686308,5.656003752,1.55E-08,1.10E-06
PROKKA_186245,15.63730645,-2.53647434,0.608883079,-4.165782278,3.10E-05,0.000967649
PROKKA_122049,34.60494131,6.550352572,0.841167005,7.787220058,6.85E-15,1.44E-12
PROKKA_122050,6.495820282,6.518323376,1.509866102,4.317153267,1.58E-05,0.000540227
PROKKA_122051,11.63906612,5.108807635,0.820461009,6.226752497,4.76E-10,4.45E-08
PROKKA_122052,22.89625859,4.898497533,0.700833904,6.989527057,2.76E-12,3.84E-10
PROKKA_122056,8.583427068,5.240163443,1.055425556,4.964976843,6.87E-07,3.31E-05
PROKKA_122084,4.35216073,5.538899768,1.255077488,4.413193466,1.02E-05,0.000367841
PROKKA_122101,9.951773833,3.686330356,0.734611223,5.01806975,5.22E-07,2.59E-05
PROKKA_122102,34.0418955,4.420147395,0.494605009,8.936721861,4.01E-19,1.83E-16
PROKKA_49565,26.69734503,2.480947151,0.577718124,4.294390371,1.75E-05,0.000592398
PROKKA_122117,7.067230114,6.43963703,1.287067404,5.003340935,5.63E-07,2.78E-05
PROKKA_122121,22.45380861,6.199890753,0.898012428,6.904014421,5.06E-12,6.68E-10
PROKKA_186320,9.450502655,-2.638784202,0.632857061,-4.169636976,3.05E-05,0.000953203
PROKKA_122301,8.778922415,5.582243595,1.216736177,4.587883308,4.48E-06,0.000177645
PROKKA_122302,6.611284313,5.807012703,1.211877024,4.791750802,1.65E-06,7.26E-05
PROKKA_186392,8.403604172,5.077169562,1.145058535,4.433982548,9.25E-06,0.000338571
PROKKA_122476,22.26714702,6.269160745,0.899148431,6.972331295,3.12E-12,4.31E-10
PROKKA_122478,21.1050975,6.063675551,0.91901554,6.598011987,4.17E-11,4.70E-09
PROKKA_122499,4.693687372,5.916061806,1.373022022,4.308788723,1.64E-05,0.000559619
PROKKA_122501,8.45284464,4.420024024,0.904936203,4.884348765,1.04E-06,4.77E-05
PROKKA_186477,7.413011785,-4.589826809,1.011454414,-4.537848415,5.68E-06,0.000220278
PROKKA_122636,6.771109928,3.735516123,0.864465109,4.321187846,1.55E-05,0.000531227
PROKKA_122857,83.58817866,-2.694523642,0.450911795,-5.975722243,2.29E-09,1.92E-07
PROKKA_122869,5.070445194,-4.76947447,1.05238671,-4.532055017,5.84E-06,0.000225463
PROKKA_186629,9.315314864,-4.188665302,0.871963378,-4.803717001,1.56E-06,6.87E-05
PROKKA_186645,6.603643899,7.205825361,1.341600368,5.371066925,7.83E-08,4.72E-06
PROKKA_186646,26.812364,6.215194646,0.814689337,7.628913698,2.37E-14,4.50E-12
PROKKA_122998,10.68516713,6.291089766,1.034361718,6.082098418,1.19E-09,1.04E-07
PROKKA_123001,8.141315853,5.112511272,0.991499863,5.156340876,2.52E-07,1.34E-05
PROKKA_123002,10.17303868,5.268503278,1.091872406,4.825200497,1.40E-06,6.24E-05
PROKKA_123003,19.23370571,6.410551936,0.957260273,6.696770056,2.13E-11,2.53E-09
PROKKA_123049,12.29384833,4.558133079,0.938706318,4.855760519,1.20E-06,5.44E-05
PROKKA_123051,7.171777297,6.889362497,1.371867484,5.021886281,5.12E-07,2.55E-05
PROKKA_123052,8.035864453,7.037788545,1.330967363,5.28772436,1.24E-07,7.09E-06
PROKKA_123053,8.23157586,6.367469414,1.228873596,5.181549538,2.20E-07,1.19E-05
PROKKA_123125,39.16228001,-2.257311162,0.526544803,-4.287025816,1.81E-05,0.000609924
PROKKA_123143,11.03170406,4.809955421,1.008158045,4.771033117,1.83E-06,7.97E-05
PROKKA_123144,30.65707611,8.295395219,1.074263062,7.721940287,1.15E-14,2.30E-12
PROKKA_123145,39.97968281,4.810792413,0.753824642,6.381845517,1.75E-10,1.76E-08
PROKKA_123147,38.99812908,6.74473657,0.804785456,8.380788341,5.26E-17,1.56E-14
PROKKA_186763,14.93404817,2.636624662,0.590187804,4.46743332,7.92E-06,0.000294506
PROKKA_14227,29.33503966,2.120474612,0.497075807,4.26589784,1.99E-05,0.000663372
PROKKA_123484,10.56489636,5.803333542,1.026456825,5.653753184,1.57E-08,1.11E-06
PROKKA_123485,15.56377302,3.419562366,0.783528275,4.364312653,1.28E-05,0.000447268
PROKKA_123486,17.89446478,5.806245569,0.963581904,6.025689713,1.68E-09,1.44E-07
PROKKA_186897,31.51937457,6.96470129,0.864455969,8.056744985,7.84E-16,1.92E-13
PROKKA_123511,4.643433639,5.950536468,1.31059108,4.54034562,5.62E-06,0.000217958
PROKKA_123514,5.901494028,5.370452458,1.239662245,4.332190061,1.48E-05,0.000509881
PROKKA_50472,17.62436704,3.357601375,0.583466882,5.754570621,8.69E-09,6.64E-07
PROKKA_186964,169.6369026,2.079722333,0.394208424,5.27569226,1.32E-07,7.52E-06
PROKKA_187013,1668.871233,2.718094618,0.486942479,5.581962416,2.38E-08,1.61E-06
PROKKA_187046,21.87676903,2.233521364,0.501305611,4.455408664,8.37E-06,0.000309269
PROKKA_123820,6.762167229,6.821362765,1.469454928,4.642104113,3.45E-06,0.000140997
PROKKA_123821,246.8662741,2.888646455,0.517628443,5.580540429,2.40E-08,1.62E-06
PROKKA_123822,17.42973365,3.473108307,0.760785283,4.565162321,4.99E-06,0.000195999
PROKKA_123823,14.75902785,6.022417192,0.952395904,6.323438778,2.56E-10,2.51E-08
PROKKA_123824,8.317763017,5.996302094,1.230757351,4.872042477,1.10E-06,5.05E-05
PROKKA_123869,21.47714407,-2.615594804,0.533998922,-4.898127498,9.68E-07,4.49E-05
PROKKA_187129,4.84561353,4.452820852,1.056805294,4.213473264,2.51E-05,0.000810168
PROKKA_50678,9.885504735,5.263357591,0.907044808,5.80275367,6.52E-09,5.06E-07
PROKKA_50679,31.20866944,5.835052119,0.75064926,7.77334027,7.64E-15,1.59E-12
PROKKA_50680,10.75086617,5.048505222,1.018781586,4.955434304,7.22E-07,3.45E-05
PROKKA_50682,12.48891959,7.259861044,1.321382634,5.494139892,3.93E-08,2.54E-06
PROKKA_50683,28.49313518,7.218591588,0.906650785,7.961821365,1.70E-15,4.00E-13
PROKKA_50684,102.034657,6.644189351,0.658966763,10.08273819,6.59E-24,6.85E-21
PROKKA_50685,14.67443544,7.684423937,1.256718832,6.114672386,9.68E-10,8.64E-08
PROKKA_50686,40.16060007,7.040815164,0.865728957,8.13281698,4.19E-16,1.08E-13
PROKKA_50687,5.528086993,6.646214766,1.359874947,4.88737202,1.02E-06,4.71E-05
PROKKA_50688,29.25156933,7.666780052,1.018644282,7.526454707,5.21E-14,9.37E-12
PROKKA_50689,11.5568863,5.759742246,1.054668629,5.46118666,4.73E-08,3.00E-06
PROKKA_50690,13.19081307,5.158120156,1.016884136,5.072475784,3.93E-07,2.01E-05
PROKKA_50691,10.89597121,6.17776718,1.389400094,4.446355809,8.73E-06,0.000321433
PROKKA_50692,9.891412338,5.650822377,1.105952605,5.109461608,3.23E-07,1.68E-05
PROKKA_50693,33.55061459,6.266145784,0.846491653,7.40248975,1.34E-13,2.25E-11
PROKKA_50694,11.35875999,5.405517315,0.972022436,5.561103442,2.68E-08,1.79E-06
PROKKA_50696,13.99311079,5.967914772,1.003742743,5.945661689,2.75E-09,2.28E-07
PROKKA_123942,69.39054899,6.222234404,0.718253993,8.663000085,4.60E-18,1.75E-15
PROKKA_123943,24.19121927,7.077325226,0.94032809,7.526442421,5.21E-14,9.37E-12
PROKKA_123998,43.90826706,7.213039577,0.991909043,7.271876015,3.55E-13,5.63E-11
PROKKA_123999,63.1976437,6.288848005,0.634206624,9.916086914,3.54E-23,3.15E-20
PROKKA_187224,41.31921562,-2.961429753,0.657878579,-4.501483779,6.75E-06,0.000255667
PROKKA_187296,10.561252,5.69454493,1.113832349,5.112569173,3.18E-07,1.66E-05
PROKKA_187322,7.850189793,6.848801792,1.322021218,5.180553609,2.21E-07,1.19E-05
PROKKA_187324,24.54991877,2.785066034,0.553271201,5.033817103,4.81E-07,2.41E-05
PROKKA_187364,7.376438994,7.819558977,1.361201556,5.744600382,9.21E-09,6.98E-07
PROKKA_14588,23.0195022,-2.436764908,0.5738777,-4.246139744,2.17E-05,0.000715868
PROKKA_14590,8.309803005,-3.564552999,0.809283111,-4.404580984,1.06E-05,0.00038017
PROKKA_51197,5.250133327,5.620826269,1.148812047,4.892729217,9.94E-07,4.59E-05
PROKKA_51198,10.5252177,5.406785161,0.943028292,5.733428366,9.84E-09,7.37E-07
PROKKA_51199,8.620970089,5.504413755,1.031605967,5.335771534,9.51E-08,5.59E-06
PROKKA_51200,12.01805454,5.312565432,0.965793241,5.50072749,3.78E-08,2.45E-06
PROKKA_124635,160.6823353,2.524646526,0.544372468,4.637718979,3.52E-06,0.000143577
PROKKA_124637,16.08747462,2.295692148,0.53344375,4.303531807,1.68E-05,0.000571015
PROKKA_124658,220.3113157,2.725643125,0.349004033,7.809775445,5.73E-15,1.22E-12
PROKKA_187491,12.47893832,6.035845965,0.966571077,6.244596085,4.25E-10,4.00E-08
PROKKA_187545,3.974350606,6.695885704,1.583286253,4.229106197,2.35E-05,0.000764122
PROKKA_187546,16.21906152,6.572812863,0.980035499,6.706708958,1.99E-11,2.39E-09
PROKKA_124806,11.77015691,5.239869741,0.912981562,5.739294153,9.51E-09,7.16E-07
PROKKA_124807,32.49033713,9.741112207,1.300848725,7.488274401,6.98E-14,1.23E-11
PROKKA_124808,10.53110675,4.843117555,0.890338167,5.439638254,5.34E-08,3.35E-06
PROKKA_124809,10.1705894,6.778564287,1.181162306,5.738893168,9.53E-09,7.17E-07
PROKKA_125005,23.72620913,5.682422323,0.892166607,6.36923897,1.90E-10,1.90E-08
PROKKA_125006,458.7430083,5.651989225,0.485059353,11.65216008,2.24E-31,6.47E-28
PROKKA_51320,76.6326904,2.408182139,0.45649121,5.275418428,1.32E-07,7.53E-06
PROKKA_51329,33.66778931,2.224952208,0.531086584,4.18943403,2.80E-05,0.000884024
PROKKA_125065,18.16039366,5.539623996,1.011695,5.475587005,4.36E-08,2.79E-06
PROKKA_125068,29.91360214,6.25500521,0.818341356,7.643515951,2.11E-14,4.07E-12
PROKKA_187645,5.257000322,7.079656893,1.441570876,4.911070979,9.06E-07,4.24E-05
PROKKA_51563,12.17111896,3.881598262,0.897809006,4.323412034,1.54E-05,0.000526871
PROKKA_125454,4.088509649,6.381788459,1.414161832,4.512770969,6.40E-06,0.000244327
PROKKA_125455,14.78510945,5.800402022,0.935607366,6.199611325,5.66E-10,5.20E-08
PROKKA_125480,25.20244473,2.165628879,0.483385439,4.480128492,7.46E-06,0.000279317
PROKKA_125516,55.2697452,4.539528817,0.580041535,7.826213366,5.03E-15,1.09E-12
PROKKA_125517,263.6193695,4.697742602,0.559136462,8.401781885,4.40E-17,1.33E-14
PROKKA_125520,26.5042921,6.473705687,0.85890886,7.537127613,4.80E-14,8.70E-12
PROKKA_125521,54.57779142,4.94971695,0.670496684,7.382164701,1.56E-13,2.60E-11
PROKKA_125597,9.841749857,3.511308066,0.676694537,5.188911499,2.12E-07,1.15E-05
PROKKA_187928,195.2471226,3.654918836,0.66208893,5.520283859,3.38E-08,2.21E-06
PROKKA_125623,675.0057005,4.889874882,0.524442282,9.323952416,1.12E-20,7.06E-18
PROKKA_125624,100.448769,5.700405801,0.675550481,8.438164075,3.22E-17,1.02E-14
PROKKA_125625,13.61160422,5.878019135,1.003884029,5.855277072,4.76E-09,3.80E-07
PROKKA_51858,10.95693436,6.001701293,1.075654382,5.579581502,2.41E-08,1.63E-06
PROKKA_51859,13.95859405,5.690852182,0.946164312,6.014655286,1.80E-09,1.53E-07
PROKKA_51860,265.5511028,6.941393803,0.608156245,11.41383298,3.57E-30,9.71E-27
PROKKA_51861,9.276081818,6.624123276,1.255926641,5.274291555,1.33E-07,7.56E-06
PROKKA_51862,12.72319208,5.787655672,1.006912224,5.747924732,9.03E-09,6.87E-07
PROKKA_51863,55.69910859,6.028171059,0.748371036,8.055056611,7.94E-16,1.95E-13
PROKKA_51864,103.4505966,6.172520601,0.704122606,8.766258249,1.85E-18,7.48E-16
PROKKA_51867,8.790921322,6.015733983,1.303463993,4.615189999,3.93E-06,0.000158324
PROKKA_51868,15.98995641,6.348325162,1.035892711,6.128361649,8.88E-10,7.96E-08
PROKKA_51869,23.64958575,5.278084526,0.80022443,6.595755298,4.23E-11,4.75E-09
PROKKA_51870,14.10714722,6.648879086,1.143247586,5.815782309,6.04E-09,4.71E-07
PROKKA_51872,4.683701885,5.968517348,1.376082507,4.33732521,1.44E-05,0.000499234
PROKKA_51875,9.368203606,6.95723164,1.194980634,5.822045514,5.81E-09,4.56E-07
PROKKA_51876,27.42703135,6.991731229,0.927211807,7.540597712,4.68E-14,8.51E-12
PROKKA_03398,352.1389244,2.174710643,0.443146563,4.907429787,9.23E-07,4.31E-05
PROKKA_03444,80.65591703,2.063483485,0.429763968,4.801434369,1.58E-06,6.95E-05
PROKKA_125760,38.55647484,2.60259755,0.466462782,5.579432376,2.41E-08,1.63E-06
PROKKA_125764,75.80553769,2.645305383,0.562813526,4.700145358,2.60E-06,0.000109229
PROKKA_125924,59.24627512,5.400698087,0.740120717,7.297050284,2.94E-13,4.73E-11
PROKKA_188092,30.15596777,5.007453359,1.100432402,4.550441582,5.35E-06,0.000209049
PROKKA_188162,7.354882727,6.337411311,1.384897999,4.576085253,4.74E-06,0.000186757
PROKKA_126209,31.72900999,5.257816043,0.779161106,6.748047362,1.50E-11,1.84E-09
PROKKA_126210,11.31140469,7.401932422,1.335641916,5.541853945,2.99E-08,1.97E-06
PROKKA_126245,148.9382729,-4.656150027,0.464652895,-10.02070594,1.24E-23,1.17E-20
PROKKA_126246,42.25879906,-3.75473891,0.59645045,-6.29513971,3.07E-10,2.96E-08
PROKKA_126420,8.255395566,7.004905169,1.281555907,5.465938028,4.60E-08,2.94E-06
PROKKA_15134,6.007877765,-3.344684906,0.786057842,-4.25501118,2.09E-05,0.00069225
PROKKA_52547,21.50793716,-2.302083915,0.448813969,-5.129260843,2.91E-07,1.53E-05
PROKKA_126602,21.22578158,-3.797676731,0.61099664,-6.215544381,5.11E-10,4.73E-08
PROKKA_126603,118.3301669,-5.148925705,0.580016881,-8.877199737,6.86E-19,3.01E-16
PROKKA_52661,60.74506172,2.175577096,0.406126591,5.356893998,8.47E-08,5.05E-06
PROKKA_126735,27.74615735,5.455580214,0.974598506,5.597771984,2.17E-08,1.49E-06
PROKKA_126736,10.88847721,5.47324353,0.898737717,6.089923039,1.13E-09,1.00E-07
PROKKA_126737,8.062094479,5.051440564,0.998382147,5.059626294,4.20E-07,2.13E-05
PROKKA_52795,16.53120383,2.470968478,0.514787966,4.799973275,1.59E-06,6.99E-05
