locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PROKKA_138974,19.66780106,7.695011945,1.049720183,7.330536337,2.29E-13,3.74E-11
PROKKA_138975,26.29397208,5.309500865,0.823669601,6.446153722,1.15E-10,1.19E-08
PROKKA_139026,5.479376895,6.749951571,1.405891584,4.801189258,1.58E-06,6.95E-05
PROKKA_139028,75.18561973,6.892580988,0.68276871,10.0950452,5.81E-24,6.18E-21
PROKKA_139030,13.13442545,5.0452974,0.749076343,6.73535808,1.64E-11,1.99E-09
PROKKA_139056,25.24262522,5.654168544,0.802091535,7.049280906,1.80E-12,2.56E-10
PROKKA_139058,13.77548211,5.690648111,0.961050435,5.921279365,3.19E-09,2.62E-07
PROKKA_139155,6.97914443,-3.142151148,0.685352242,-4.584724404,4.55E-06,0.000179966
PROKKA_139196,33.09812516,5.853455071,0.759415052,7.70784705,1.28E-14,2.53E-12
PROKKA_139209,7.964207026,3.226411059,0.689032965,4.682520606,2.83E-06,0.00011788
PROKKA_139210,15.70785837,7.502470878,1.073238136,6.990499707,2.74E-12,3.82E-10
PROKKA_18832,15.52114167,3.137910803,0.712075941,4.406708081,1.05E-05,0.000376965
PROKKA_139352,78.77470601,6.293599345,0.621615691,10.12458249,4.30E-24,4.68E-21
PROKKA_139353,38.56874936,6.447919489,0.666789806,9.670093082,4.04E-22,2.94E-19
PROKKA_139354,28.2130166,3.391289865,0.668678939,5.071626561,3.94E-07,2.01E-05
PROKKA_139355,23.10077883,5.001608688,0.86008696,5.815236038,6.05E-09,4.72E-07
PROKKA_139409,158.1800311,3.220653577,0.357098225,9.018957116,1.90E-19,9.20E-17
PROKKA_139472,87.35919649,-5.611076862,0.466468407,-12.0288465,2.51E-33,1.10E-29
PROKKA_139473,75.03572911,-5.416066702,0.455622847,-11.88717101,1.38E-32,5.11E-29
PROKKA_139689,22.26661206,6.022403962,0.86850996,6.934179504,4.09E-12,5.47E-10
PROKKA_139690,37.40663289,5.27154852,0.624170241,8.445690256,3.02E-17,9.68E-15
PROKKA_139711,26.45029242,4.919197808,0.917066623,5.364057187,8.14E-08,4.87E-06
PROKKA_139748,94.03938966,7.193994111,0.714551495,10.06784558,7.66E-24,7.71E-21
PROKKA_139749,9.511194356,6.313206038,1.019234612,6.194065587,5.86E-10,5.37E-08
PROKKA_139750,8.419324894,5.0840607,1.066609839,4.766560848,1.87E-06,8.14E-05
PROKKA_139791,8.56233992,6.857084053,1.286729437,5.329079958,9.87E-08,5.78E-06
PROKKA_139792,63.17560584,6.752394243,0.674293556,10.01402754,1.32E-23,1.24E-20
PROKKA_139793,6.788583978,5.268238973,1.147625618,4.590555394,4.42E-06,0.000176133
PROKKA_139794,85.6366021,6.709764476,0.776560874,8.640358669,5.60E-18,2.12E-15
PROKKA_139822,10.53042341,-2.772716998,0.660877793,-4.195506384,2.72E-05,0.0008651
PROKKA_62634,15.46136611,4.317684114,1.028343233,4.198679949,2.68E-05,0.00085689
PROKKA_62637,71.47393815,5.149326971,0.603324803,8.534916752,1.40E-17,4.90E-15
PROKKA_62638,73.07415243,6.953178486,0.814498611,8.536759171,1.38E-17,4.84E-15
PROKKA_62639,26.32918789,6.738713172,0.860890346,7.827609177,4.97E-15,1.08E-12
PROKKA_62640,5.772199818,5.816694042,1.22460017,4.749871987,2.04E-06,8.77E-05
PROKKA_62641,72.42407131,5.415565232,0.653482162,8.287242632,1.16E-16,3.24E-14
PROKKA_62642,17.13912896,5.081438268,0.952687528,5.333793212,9.62E-08,5.64E-06
PROKKA_62643,8.790135425,7.750025259,1.400520441,5.533675219,3.14E-08,2.07E-06
PROKKA_62644,2745.892957,6.653376776,0.594939139,11.18328976,4.92E-29,1.15E-25
PROKKA_62645,6.03432657,6.642007993,1.374621521,4.83188128,1.35E-06,6.04E-05
PROKKA_19073,40.81261319,2.9259177,0.611318391,4.786241907,1.70E-06,7.45E-05
PROKKA_19074,45.82216194,2.864783059,0.533160783,5.373206635,7.73E-08,4.68E-06
PROKKA_140400,53.75894149,3.373384152,0.696542381,4.843042213,1.28E-06,5.75E-05
PROKKA_140438,12.52983968,4.477867078,0.641030261,6.985422291,2.84E-12,3.95E-10
PROKKA_140474,7.7726181,4.638724707,0.929607517,4.989981924,6.04E-07,2.96E-05
PROKKA_140475,5.012329971,6.742967774,1.606958878,4.196104746,2.72E-05,0.000863632
PROKKA_140476,3.534646703,6.575967805,1.464501011,4.490244633,7.11E-06,0.000268328
PROKKA_140525,33.71455913,6.22672281,0.828826387,7.512698566,5.79E-14,1.03E-11
PROKKA_140526,150.8270352,7.216175803,0.778909662,9.264457936,1.96E-20,1.16E-17
PROKKA_140527,41.65408828,6.127167872,0.85650735,7.153666426,8.45E-13,1.26E-10
PROKKA_140761,7.924545641,4.583157699,1.063729435,4.30857467,1.64E-05,0.000559955
PROKKA_63390,26.16852933,4.66071526,0.531580944,8.767649242,1.82E-18,7.44E-16
PROKKA_140972,8.402602889,4.693812159,0.919529908,5.104578025,3.32E-07,1.72E-05
PROKKA_19422,19.37724492,4.763887748,0.952626622,5.000792165,5.71E-07,2.81E-05
PROKKA_19423,7.047767363,5.491909992,1.263896219,4.345222267,1.39E-05,0.00048269
PROKKA_19426,4.888380292,5.724086434,1.278099399,4.478592538,7.51E-06,0.000280767
PROKKA_19431,12.01020278,4.058924965,0.937014831,4.331761707,1.48E-05,0.000510683
PROKKA_19438,14.77811461,6.055417972,1.070540188,5.656413498,1.55E-08,1.10E-06
PROKKA_19443,6.93397,5.013656642,1.172920121,4.274508173,1.92E-05,0.000640555
PROKKA_19446,6.776469462,5.328466878,1.163439971,4.579924199,4.65E-06,0.000183675
PROKKA_19450,9.658922076,4.60974636,1.068071348,4.315953581,1.59E-05,0.00054297
PROKKA_19454,15.58105461,6.771820594,0.945825999,7.159689627,8.09E-13,1.21E-10
PROKKA_19455,15.62122523,4.495955261,0.705805854,6.369960285,1.89E-10,1.90E-08
PROKKA_64042,32.21884879,2.547195718,0.578278791,4.404788409,1.06E-05,0.000380024
PROKKA_141553,19.57530306,6.767475717,1.029786406,6.571727569,4.97E-11,5.49E-09
PROKKA_141646,6.854423442,-4.967192107,0.99121624,-5.011209368,5.41E-07,2.68E-05
PROKKA_141659,341.8634438,4.744549698,0.634156525,7.481669765,7.34E-14,1.28E-11
PROKKA_141660,10.45240396,4.842614495,0.941017926,5.146144787,2.66E-07,1.41E-05
PROKKA_141661,30.74210449,6.316095014,0.904604301,6.982163372,2.91E-12,4.03E-10
PROKKA_141662,116.2266444,5.946746607,0.537894231,11.05560586,2.06E-28,4.33E-25
PROKKA_04680,33.24312718,5.394249794,0.987656314,5.461666896,4.72E-08,3.00E-06
PROKKA_141792,91.67811989,3.864184908,0.453532053,8.520202448,1.59E-17,5.52E-15
PROKKA_141841,24.85152137,5.868776076,0.690450826,8.499918972,1.90E-17,6.34E-15
PROKKA_19649,18.97771969,-2.182714722,0.450305545,-4.847185978,1.25E-06,5.65E-05
PROKKA_141995,12.24020072,4.794486168,1.044630485,4.589647953,4.44E-06,0.000176656
PROKKA_141996,4.191055734,6.58287317,1.573710684,4.183026294,2.88E-05,0.000904688
PROKKA_64616,8.424768224,7.071067138,1.409461666,5.016856653,5.25E-07,2.61E-05
PROKKA_64617,11.86317362,6.338142859,1.031538584,6.14435849,8.03E-10,7.25E-08
PROKKA_64620,11.09046292,6.209574907,1.068705359,5.810371266,6.23E-09,4.85E-07
PROKKA_64621,15.91006059,7.184154448,1.077644073,6.666537335,2.62E-11,3.07E-09
PROKKA_64623,4.719275389,5.86330187,1.404749321,4.173913297,2.99E-05,0.000937843
PROKKA_64627,36.05360646,5.207816882,0.722584981,7.207203329,5.71E-13,8.74E-11
PROKKA_64628,9.064678392,5.227619131,1.086272585,4.812437692,1.49E-06,6.62E-05
PROKKA_64685,17.38345805,2.053385989,0.472032704,4.350092636,1.36E-05,0.000473509
PROKKA_142255,25.39673019,2.762492365,0.59480248,4.644386088,3.41E-06,0.000139632
PROKKA_142272,25.73899146,6.150669388,0.847276773,7.259339079,3.89E-13,6.13E-11
PROKKA_142516,25.71097074,6.108405869,0.825353438,7.400957681,1.35E-13,2.28E-11
PROKKA_142517,75.40167659,8.300790972,0.885895572,9.369942951,7.26E-21,4.73E-18
PROKKA_142518,9.063899782,7.048639242,1.312602271,5.369973371,7.87E-08,4.74E-06
PROKKA_65093,10.62172949,-4.459865511,0.756537451,-5.895102091,3.74E-09,3.02E-07
PROKKA_20009,440.9464059,2.551849111,0.576606908,4.42563049,9.62E-06,0.000350003
PROKKA_20051,1113.321928,2.143348015,0.491986409,4.356518746,1.32E-05,0.000461215
PROKKA_20087,18.02049546,2.404554737,0.495465807,4.853119434,1.22E-06,5.50E-05
PROKKA_65469,43.00212403,-2.161307444,0.34722607,-6.224496457,4.83E-10,4.51E-08
PROKKA_143035,30.90158482,-2.161897732,0.378095457,-5.717862232,1.08E-08,7.99E-07
PROKKA_143131,6.385795717,6.424967697,1.360627475,4.722062294,2.33E-06,9.93E-05
PROKKA_143132,17.65572925,7.28589737,1.393201894,5.229606278,1.70E-07,9.41E-06
PROKKA_143133,9.338326808,6.511221953,1.186630123,5.487153771,4.08E-08,2.63E-06
PROKKA_143163,13.58286801,2.51769234,0.475105523,5.299227681,1.16E-07,6.69E-06
PROKKA_20228,572.8267233,2.133571719,0.496117689,4.300535473,1.70E-05,0.000578107
PROKKA_65670,6.802182769,5.191917206,0.932449528,5.568041004,2.58E-08,1.73E-06
PROKKA_143552,4.238277116,5.960441846,1.364012593,4.369785056,1.24E-05,0.000437698
PROKKA_143554,12.56544575,5.897211019,0.995172099,5.92582029,3.11E-09,2.55E-07
PROKKA_143555,14.41514459,5.569302596,0.894853814,6.223701023,4.86E-10,4.53E-08
PROKKA_66073,70.87435897,2.238774824,0.505666839,4.427371244,9.54E-06,0.000347464
PROKKA_66144,17.14091756,-3.062492306,0.70314225,-4.355437762,1.33E-05,0.000463323
PROKKA_143617,5.180998188,5.750771147,1.140912923,5.040499615,4.64E-07,2.33E-05
PROKKA_20398,79.14794281,-3.329524629,0.395503586,-8.418443587,3.82E-17,1.18E-14
PROKKA_66294,11.0007313,4.06751847,0.95845991,4.243806576,2.20E-05,0.000721815
PROKKA_66295,5.917949539,5.119342886,1.177764994,4.346659065,1.38E-05,0.0004799
PROKKA_66296,10.31810409,6.558104267,1.444346512,4.540533878,5.61E-06,0.000217855
PROKKA_66297,60.40465922,6.333861319,0.691912998,9.154129695,5.48E-20,2.91E-17
PROKKA_66299,6.606181825,6.643782405,1.411160327,4.708028052,2.50E-06,0.000105569
PROKKA_66300,6.769004891,6.132679792,1.32050211,4.644202947,3.41E-06,0.000139694
PROKKA_66302,6.633287984,5.323741228,1.213900732,4.385647925,1.16E-05,0.000411045
PROKKA_66303,11.498283,6.253098483,1.118601605,5.590103265,2.27E-08,1.55E-06
PROKKA_66381,4.964577837,5.802385496,1.380076837,4.204393074,2.62E-05,0.000838423
PROKKA_66382,10.90015849,5.55159797,1.045791097,5.308515235,1.11E-07,6.39E-06
PROKKA_66389,16.2973256,7.556812128,1.269567805,5.952271393,2.64E-09,2.20E-07
PROKKA_66391,15.87701003,4.09367572,0.980898992,4.173391708,3.00E-05,0.000939358
PROKKA_143983,19.29334275,3.432496749,0.645383498,5.318538136,1.05E-07,6.10E-06
PROKKA_143984,40.1877637,4.595551031,0.691992058,6.641045913,3.11E-11,3.59E-09
PROKKA_66581,28.46452934,2.121974448,0.501918462,4.227727426,2.36E-05,0.000768277
PROKKA_66582,27.00866915,2.471737378,0.525042873,4.707686757,2.51E-06,0.000105621
PROKKA_144351,17.71385307,-3.117745814,0.749986792,-4.157067627,3.22E-05,0.000998902
PROKKA_144423,21.74435147,6.130527437,0.956707825,6.407941146,1.47E-10,1.50E-08
PROKKA_144424,16.45157728,5.340382547,0.864808491,6.175219833,6.61E-10,6.02E-08
PROKKA_144594,362.7046482,2.036262778,0.488263759,4.170415564,3.04E-05,0.000950746
PROKKA_144618,29.79241715,2.612575081,0.525776906,4.968980285,6.73E-07,3.25E-05
PROKKA_144649,15.6434119,6.229518906,1.030760578,6.043613849,1.51E-09,1.30E-07
PROKKA_144650,10.33552073,6.656336998,1.27608853,5.216203141,1.83E-07,1.00E-05
PROKKA_144732,65.89992451,4.999927225,0.628618634,7.953832346,1.81E-15,4.23E-13
PROKKA_144794,56.82963807,7.876447725,0.885357843,8.89634376,5.77E-19,2.58E-16
PROKKA_144795,37.56605884,5.371644438,0.742234599,7.237124818,4.58E-13,7.08E-11
PROKKA_144863,10.02726481,6.47421624,1.224313636,5.288037356,1.24E-07,7.09E-06
PROKKA_144864,13.36056651,6.605366034,1.216307768,5.430669941,5.61E-08,3.51E-06
PROKKA_67147,42.47158907,-2.582589178,0.420242105,-6.145479352,7.97E-10,7.21E-08
PROKKA_67152,17.77584771,-3.306535789,0.781083735,-4.23326673,2.30E-05,0.000752233
PROKKA_145106,13.53901696,5.64246117,0.909075355,6.206813483,5.41E-10,4.98E-08
PROKKA_145107,127.2296377,6.192405884,0.638408023,9.699762,3.02E-22,2.31E-19
PROKKA_145140,68.96768722,5.301183323,0.574064926,9.234466493,2.60E-20,1.50E-17
PROKKA_145259,6.557414478,5.076464778,0.975107755,5.206055181,1.93E-07,1.05E-05
PROKKA_145604,7.164445021,5.647416923,1.145706362,4.929200979,8.26E-07,3.90E-05
PROKKA_04889,37.03299926,2.537290468,0.514944954,4.927304262,8.34E-07,3.93E-05
PROKKA_145634,15.10666791,-2.364171143,0.484692319,-4.877674042,1.07E-06,4.91E-05
PROKKA_145664,26.11889007,-2.178856227,0.393938219,-5.530959233,3.18E-08,2.09E-06
PROKKA_145672,16.35519212,6.447852365,1.013419908,6.36246862,1.99E-10,1.98E-08
PROKKA_145673,11.71270633,7.174292982,1.259788386,5.694839756,1.23E-08,8.99E-07
PROKKA_145788,13.35282291,-2.759592297,0.593046906,-4.653244576,3.27E-06,0.000134357
PROKKA_67890,13.96541311,6.423017639,1.172202974,5.479441515,4.27E-08,2.74E-06
PROKKA_67891,15.67782391,6.764422009,1.048066005,6.454194654,1.09E-10,1.13E-08
PROKKA_67892,5.711620181,5.677328519,1.256139814,4.519662904,6.19E-06,0.000237585
PROKKA_67893,14.37328869,6.02978732,1.011081874,5.963698369,2.47E-09,2.06E-07
PROKKA_67894,3.663306924,4.669187854,1.057863761,4.413789401,1.02E-05,0.000367116
PROKKA_67895,10.94652531,7.228631681,1.205891398,5.994430091,2.04E-09,1.73E-07
PROKKA_67896,4.28200644,6.280495216,1.48046285,4.242251142,2.21E-05,0.000726064
PROKKA_67897,14.41492132,7.313336375,1.296376115,5.641369269,1.69E-08,1.18E-06
PROKKA_67898,5.726734948,7.137830044,1.432377225,4.983205486,6.25E-07,3.04E-05
PROKKA_67900,15.5470889,6.215118691,1.123524965,5.53180293,3.17E-08,2.08E-06
PROKKA_67901,33.76986174,6.998831341,0.911368244,7.679476859,1.60E-14,3.12E-12
PROKKA_145861,21.63490453,7.24486636,1.033949129,7.006985312,2.44E-12,3.43E-10
PROKKA_145862,16.70436413,6.811210258,1.018476219,6.687647811,2.27E-11,2.69E-09
PROKKA_145909,29.14364065,7.864726384,1.054380882,7.459094257,8.71E-14,1.51E-11
PROKKA_145910,56.6055172,6.221283079,0.711382285,8.745344399,2.22E-18,8.91E-16
PROKKA_146046,23.81908563,5.043711584,0.79328832,6.357980394,2.04E-10,2.04E-08
PROKKA_146047,7.619741474,5.433491908,1.172633585,4.633580326,3.59E-06,0.000146221
PROKKA_146075,29.28372504,6.05151687,0.850619981,7.11424256,1.13E-12,1.65E-10
PROKKA_146076,6.824927273,5.907833711,1.373174984,4.302316732,1.69E-05,0.000573898
PROKKA_146077,10.94108682,6.213532671,1.248850428,4.975401802,6.51E-07,3.15E-05
PROKKA_146078,21.71842377,5.540537131,0.830173958,6.673947161,2.49E-11,2.93E-09
PROKKA_146242,35.58830956,6.054532243,0.703228079,8.609628113,7.33E-18,2.70E-15
PROKKA_146243,14.14219489,8.268050649,1.362613539,6.067788418,1.30E-09,1.13E-07
PROKKA_146244,23.43269104,6.167781921,0.874553509,7.052492338,1.76E-12,2.51E-10
PROKKA_146245,35.73765933,6.270086659,0.762578354,8.222219566,2.00E-16,5.36E-14
PROKKA_146246,5.940747926,6.793479396,1.422815644,4.774672969,1.80E-06,7.85E-05
PROKKA_146247,15.57034158,7.544816228,1.228958252,6.139196525,8.29E-10,7.45E-08
PROKKA_146413,439.520124,3.415973392,0.739127544,4.621629133,3.81E-06,0.000154092
PROKKA_68442,8.441232003,5.0835529,1.097138733,4.633464071,3.60E-06,0.000146239
PROKKA_68443,4.286708844,4.664127575,1.026596687,4.543291086,5.54E-06,0.000215476
PROKKA_68447,11.64031682,5.549505933,1.118723204,4.960571043,7.03E-07,3.38E-05
PROKKA_68448,123.9902411,6.784109304,0.578341811,11.7302764,8.92E-32,3.06E-28
PROKKA_68449,27.58623927,8.040387844,1.034748395,7.770379621,7.83E-15,1.62E-12
PROKKA_68452,10.11613385,7.079502943,1.305905895,5.421143261,5.92E-08,3.67E-06
PROKKA_146645,35.22048037,-2.838877651,0.528647136,-5.370080456,7.87E-08,4.74E-06
PROKKA_146649,13.35183072,7.297352694,1.231965155,5.923343418,3.15E-09,2.59E-07
PROKKA_146650,17.5020803,4.99443723,0.749730203,6.661646026,2.71E-11,3.16E-09
PROKKA_146651,9.58440338,4.985644142,1.090577326,4.571564093,4.84E-06,0.00019067
PROKKA_146717,5.325493277,5.363622317,1.267410887,4.231952221,2.32E-05,0.000756377
PROKKA_146718,16.62443577,6.390156803,0.942890138,6.777201869,1.23E-11,1.53E-09
PROKKA_146719,7.689224224,7.361539013,1.406231044,5.234942754,1.65E-07,9.17E-06
PROKKA_146720,8.175594161,5.992572537,1.201707451,4.98671497,6.14E-07,3.00E-05
PROKKA_146743,15.47535283,4.292988861,0.778435811,5.514891276,3.49E-08,2.27E-06
PROKKA_146744,215.036725,7.231835594,0.704887053,10.2595665,1.07E-24,1.34E-21
PROKKA_68729,65.80050894,2.590014739,0.56249977,4.604472527,4.14E-06,0.000165761
PROKKA_68896,13.37292313,2.340236861,0.498022878,4.699054934,2.61E-06,0.000109714
PROKKA_146945,6.796945248,5.466028004,1.074971587,5.084811606,3.68E-07,1.89E-05
PROKKA_146946,4.506968408,6.58010187,1.431353485,4.597118698,4.28E-06,0.000170978
PROKKA_147062,9.531724123,7.862747307,1.408437467,5.582603057,2.37E-08,1.60E-06
PROKKA_21844,26.3140563,-4.806189438,1.125358295,-4.270808203,1.95E-05,0.000649634
PROKKA_69217,25.92444868,-3.39186682,0.627433286,-5.405940195,6.45E-08,3.98E-06
PROKKA_69223,20.30848836,6.518525827,1.025072545,6.359087324,2.03E-10,2.03E-08
PROKKA_69224,101.0257506,5.614889638,0.662629857,8.473644189,2.38E-17,7.78E-15
PROKKA_69226,18.52832752,5.725637559,0.828049102,6.914611159,4.69E-12,6.21E-10
PROKKA_69228,15.48804023,7.18728309,1.139856667,6.305427076,2.87E-10,2.79E-08
PROKKA_69231,13.27841257,6.690593387,1.095359847,6.108123653,1.01E-09,8.99E-08
PROKKA_69232,12.26112896,6.804573551,1.093442752,6.223072531,4.88E-10,4.54E-08
PROKKA_69233,10.93604129,5.975217976,1.164832446,5.129680234,2.90E-07,1.53E-05
PROKKA_69234,6.40804852,4.541637042,1.02173786,4.445011992,8.79E-06,0.000323191
PROKKA_69403,6.185885373,3.158539709,0.72972993,4.328368045,1.50E-05,0.000516687
PROKKA_147363,26.94837351,4.999054295,1.037684971,4.817506695,1.45E-06,6.46E-05
PROKKA_147364,19.13230798,4.995847793,0.788508869,6.335816869,2.36E-10,2.33E-08
PROKKA_147452,10.76072107,5.980158479,0.978661361,6.110549287,9.93E-10,8.86E-08
PROKKA_147453,16.39089541,5.816251584,0.790759668,7.355270907,1.91E-13,3.14E-11
PROKKA_147470,25.72905499,2.607720876,0.553563171,4.710791855,2.47E-06,0.000104339
PROKKA_147494,98.21314398,5.544074273,0.641695425,8.639728531,5.63E-18,2.12E-15
PROKKA_147495,30.46890999,6.531236906,0.906991084,7.200993508,5.98E-13,9.11E-11
PROKKA_147496,51.24260142,5.160776309,0.725757358,7.110883891,1.15E-12,1.68E-10
PROKKA_147497,7.31015731,5.451297393,1.101466905,4.949124997,7.45E-07,3.55E-05
PROKKA_147584,19.39302178,2.325755149,0.488173514,4.764197737,1.90E-06,8.21E-05
PROKKA_69756,8.308882892,6.494790234,1.322693082,4.910277615,9.09E-07,4.25E-05
PROKKA_69757,4.723856185,6.650847927,1.51739032,4.383083139,1.17E-05,0.000415119
PROKKA_69759,7.774512103,5.427586345,1.021348769,5.314136083,1.07E-07,6.22E-06
PROKKA_69762,10.2843309,5.84391325,1.150432342,5.079753964,3.78E-07,1.94E-05
PROKKA_69763,6.690120283,4.22047128,0.969780277,4.351987127,1.35E-05,0.000469792
PROKKA_69765,6.945845329,5.285463066,1.18751861,4.450846513,8.55E-06,0.000315285
PROKKA_69767,5.829200613,5.54811246,1.202566945,4.613558092,3.96E-06,0.000159365
PROKKA_69770,7.886129787,4.981178012,1.094791067,4.549889164,5.37E-06,0.000209445
PROKKA_69789,10.4548898,3.857354791,0.662162647,5.825388689,5.70E-09,4.48E-07
PROKKA_69790,28.21248571,3.509470306,0.504703241,6.95353234,3.56E-12,4.82E-10
PROKKA_69791,106.7578164,4.372579013,0.366367847,11.93494203,7.78E-33,3.13E-29
PROKKA_69795,48.28155029,4.341165976,0.508145552,8.543154525,1.31E-17,4.60E-15
PROKKA_69796,43.30064119,5.135815306,0.596109763,8.61555309,6.96E-18,2.58E-15
PROKKA_69797,102.8909646,4.219779492,0.615790632,6.85262047,7.25E-12,9.31E-10
PROKKA_69798,16.28519487,5.13817676,0.980376499,5.241024,1.60E-07,8.91E-06
PROKKA_69800,37.05132631,4.39691143,0.515906159,8.522696134,1.56E-17,5.42E-15
PROKKA_69801,26.55876998,6.107052939,0.661298869,9.234936312,2.58E-20,1.50E-17
PROKKA_69803,9.489149481,5.172722169,1.010082947,5.121086523,3.04E-07,1.59E-05
PROKKA_69805,9.039637445,7.456453244,1.423230885,5.239103032,1.61E-07,8.99E-06
PROKKA_147795,6.50049131,4.948984197,1.168046002,4.23697713,2.27E-05,0.000742271
PROKKA_147810,4.891299288,6.333161606,1.376622634,4.600506669,4.21E-06,0.000168584
PROKKA_147811,7.873115686,4.373271192,1.043028191,4.192860011,2.75E-05,0.000874057
PROKKA_147847,11.78657265,4.685129144,0.924781644,5.066200408,4.06E-07,2.07E-05
PROKKA_147866,87.59194633,-2.759815903,0.357833081,-7.712578985,1.23E-14,2.46E-12
PROKKA_147897,4.906685521,4.389178551,1.045839085,4.196801032,2.71E-05,0.00086165
PROKKA_70028,11.70508705,-2.600052177,0.595288576,-4.367717242,1.26E-05,0.000441358
PROKKA_147965,4.688013001,6.996850738,1.626922283,4.300666856,1.70E-05,0.000577976
PROKKA_147966,20.68828488,7.713956024,1.094250923,7.0495312,1.80E-12,2.56E-10
PROKKA_147967,5.564062529,6.20142143,1.424591377,4.35312296,1.34E-05,0.000467715
PROKKA_147994,27.8646211,5.897899922,0.790031884,7.465394807,8.31E-14,1.44E-11
PROKKA_147995,4.601612956,5.857908237,1.364124399,4.294262489,1.75E-05,0.000592523
PROKKA_70137,10.45092942,5.628840978,1.328598039,4.236677168,2.27E-05,0.000742737
PROKKA_70141,6.628581462,7.314857618,1.477803223,4.949818421,7.43E-07,3.54E-05
PROKKA_70142,27.27386169,4.789720021,0.672735599,7.119765969,1.08E-12,1.59E-10
PROKKA_70143,5.300404701,6.820703927,1.521810257,4.481967377,7.40E-06,0.00027737
PROKKA_70144,7.468689258,6.616522004,1.336209092,4.951711557,7.36E-07,3.51E-05
PROKKA_70145,8.870318824,6.133020266,1.092782049,5.61229961,2.00E-08,1.38E-06
PROKKA_70146,10.73199705,8.207385783,1.389187192,5.908048842,3.46E-09,2.82E-07
PROKKA_70147,9.099562454,6.500751717,1.155216966,5.627299383,1.83E-08,1.27E-06
PROKKA_70258,6.67366998,6.783064335,1.369660654,4.952368541,7.33E-07,3.50E-05
PROKKA_70259,167.6971283,4.714632171,0.783224401,6.019516457,1.75E-09,1.49E-07
PROKKA_70260,364.1286908,3.925903098,0.577585853,6.797090123,1.07E-11,1.34E-09
PROKKA_70262,247.8959513,6.296003433,0.580722815,10.8416671,2.18E-27,3.74E-24
PROKKA_70263,89.74978746,6.443692788,0.742070522,8.683396794,3.84E-18,1.48E-15
PROKKA_70264,294.8240329,6.902731538,0.573770971,12.03046492,2.46E-33,1.10E-29
PROKKA_148219,5.787058033,6.114213373,1.24737504,4.901664035,9.50E-07,4.42E-05
PROKKA_70365,20.10844531,6.692847406,0.971440507,6.889611208,5.59E-12,7.31E-10
PROKKA_70366,7.861525941,6.081570389,1.272272374,4.780085235,1.75E-06,7.66E-05
PROKKA_70367,5.08450667,6.717980307,1.533154268,4.381803218,1.18E-05,0.000417406
PROKKA_70370,13.33282847,5.008617831,0.845053302,5.92698451,3.09E-09,2.54E-07
PROKKA_70371,55.65443605,6.207858867,0.758427834,8.185167507,2.72E-16,7.19E-14
PROKKA_70372,23.12827718,7.003502648,1.045302678,6.699975803,2.08E-11,2.49E-09
PROKKA_70373,148.2265837,6.608275809,0.6168491,10.71295363,8.85E-27,1.46E-23
PROKKA_70375,6.719237207,5.237128281,1.131146185,4.629930554,3.66E-06,0.000148496
PROKKA_70376,10.77219532,5.842018414,0.990170435,5.900012973,3.63E-09,2.94E-07
PROKKA_70377,13.8752349,5.443562243,1.233127918,4.414434353,1.01E-05,0.000366166
PROKKA_70388,41.6285758,2.110715893,0.499562527,4.225128542,2.39E-05,0.000775777
PROKKA_148260,10.85308227,6.354098476,1.149219932,5.52905349,3.22E-08,2.11E-06
PROKKA_148261,18.96976681,6.001710796,0.864677883,6.940978732,3.89E-12,5.22E-10
PROKKA_148262,9.033492145,5.503174381,1.056362326,5.209551916,1.89E-07,1.04E-05
PROKKA_22410,114.917503,2.109558386,0.493442903,4.275182346,1.91E-05,0.000639082
PROKKA_22429,22543.6367,2.110463338,0.450351494,4.686258104,2.78E-06,0.000115957
PROKKA_148440,8.701015417,7.774844412,1.554520886,5.001440946,5.69E-07,2.81E-05
PROKKA_148443,4.5238445,6.395137424,1.396173411,4.580475012,4.64E-06,0.000183348
PROKKA_148444,12.04152616,6.532369647,1.152583072,5.667591177,1.45E-08,1.04E-06
PROKKA_70632,17.74908201,-3.29033105,0.495942605,-6.634499666,3.26E-11,3.74E-09
PROKKA_148627,15.05533743,5.302238592,0.930691621,5.697095013,1.22E-08,8.90E-07
PROKKA_148628,14.45618878,5.548745331,0.879038994,6.312285769,2.75E-10,2.68E-08
PROKKA_148629,33.28836338,4.861568128,0.670189954,7.254015225,4.05E-13,6.34E-11
PROKKA_148648,20.42426582,5.43058069,0.788362877,6.888427711,5.64E-12,7.34E-10
PROKKA_148649,17.29791374,6.167837905,0.991458602,6.22097372,4.94E-10,4.59E-08
PROKKA_148650,42.7369719,7.698219015,0.906576351,8.491528604,2.04E-17,6.79E-15
PROKKA_148651,9.680524904,5.826910662,1.179416751,4.940501868,7.79E-07,3.70E-05
PROKKA_70844,5.413489935,3.940475563,0.928644466,4.243255309,2.20E-05,0.000723334
PROKKA_149006,23.17896472,-2.367297856,0.450183218,-5.258520885,1.45E-07,8.16E-06
PROKKA_71112,67.89398541,-2.580867331,0.483439822,-5.338549313,9.37E-08,5.51E-06
PROKKA_149187,47.27238112,-2.86333467,0.511900057,-5.59354239,2.22E-08,1.52E-06
PROKKA_149323,114.6174417,-2.114748048,0.441250121,-4.792628823,1.65E-06,7.23E-05
